Date,Open,High,Low,Close,Adj Close,Volume
2023-02-27,0.7350000143051147,0.7549999952316284,0.7350000143051147,0.7400000095367432,0.7145864367485046,7842300
2023-02-28,0.7400000095367432,0.7599999904632568,0.7400000095367432,0.7599999904632568,0.7338995337486267,15608300
2023-03-01,0.75,0.800000011920929,0.75,0.7950000166893005,0.7676976323127747,14083900
2023-03-02,0.7950000166893005,0.8199999928474426,0.7950000166893005,0.8149999976158142,0.7870107293128967,10862900
2023-03-03,0.8149999976158142,0.8149999976158142,0.7799999713897705,0.7850000262260437,0.7580410242080688,10840800
2023-03-06,0.7850000262260437,0.7950000166893005,0.7749999761581421,0.7799999713897705,0.7532126903533936,8145700
2023-03-07,0.7850000262260437,0.7900000214576721,0.7749999761581421,0.7799999713897705,0.7532126903533936,6428400
2023-03-08,0.7799999713897705,0.8149999976158142,0.7749999761581421,0.8050000071525574,0.7773541808128357,12590200
2023-03-09,0.8050000071525574,0.8849999904632568,0.8050000071525574,0.8700000047683716,0.840121865272522,56214000
2023-03-10,0.8650000095367432,0.8849999904632568,0.8500000238418579,0.8550000190734863,0.8256370425224304,18745000
2023-03-13,0.8550000190734863,0.8849999904632568,0.8500000238418579,0.8600000143051147,0.8304653167724609,29206000
2023-03-14,0.8600000143051147,0.8650000095367432,0.8299999833106995,0.8500000238418579,0.8208087682723999,13381800
2023-03-15,0.8500000238418579,0.875,0.8450000286102295,0.8550000190734863,0.8256370425224304,13843300
2023-03-16,0.8500000238418579,0.8550000190734863,0.8299999833106995,0.8399999737739563,0.8111521601676941,6658700
2023-03-17,0.8450000286102295,0.8849999904632568,0.8450000286102295,0.8500000238418579,0.8208087682723999,22737000
2023-03-20,0.8600000143051147,0.8999999761581421,0.8349999785423279,0.8500000238418579,0.8208087682723999,34496700
2023-03-21,0.8650000095367432,0.8650000095367432,0.8450000286102295,0.8500000238418579,0.8208087682723999,14264900
2023-03-22,0.8500000238418579,0.8999999761581421,0.8500000238418579,0.8899999856948853,0.8594350218772888,14674600
2023-03-23,0.8899999856948853,0.9200000166893005,0.8550000190734863,0.8600000143051147,0.8304653167724609,21538100
2023-03-24,0.8600000143051147,0.8700000047683716,0.8500000238418579,0.8550000190734863,0.8256370425224304,7913900
2023-03-27,0.8550000190734863,0.8650000095367432,0.8450000286102295,0.8500000238418579,0.8208087682723999,11660500
2023-03-28,0.8500000238418579,0.8650000095367432,0.8450000286102295,0.8650000095367432,0.8352935910224915,8262200
2023-03-29,0.8650000095367432,0.8999999761581421,0.8550000190734863,0.8899999856948853,0.8594350218772888,10765600
2023-03-30,0.8949999809265137,0.9200000166893005,0.8799999952316284,0.9100000262260437,0.8787481784820557,15031500
2023-03-31,0.9200000166893005,0.949999988079071,0.9200000166893005,0.925000011920929,0.8932330012321472,14705200
2023-04-03,0.9300000071525574,0.9599999785423279,0.9150000214576721,0.9200000166893005,0.8884047269821167,16740200
2023-04-04,0.9200000166893005,0.9599999785423279,0.9100000262260437,0.9449999928474426,0.9125461578369141,17348500
2023-04-05,0.9449999928474426,0.9750000238418579,0.9449999928474426,0.9649999737739563,0.9318592548370361,13953900
2023-04-06,0.9599999785423279,0.9800000190734863,0.949999988079071,0.9649999737739563,0.9318592548370361,4486800
2023-04-07,0.9649999737739563,0.9700000286102295,0.9599999785423279,0.9599999785423279,0.9270309805870056,2716200
2023-04-10,0.9599999785423279,0.9649999737739563,0.9300000071525574,0.9350000023841858,0.902889609336853,5609900
2023-04-11,0.9350000023841858,0.9449999928474426,0.9300000071525574,0.9399999976158142,0.9077178835868835,7733400
2023-04-12,0.9399999976158142,0.9599999785423279,0.9300000071525574,0.9549999833106995,0.9222027063369751,7306900
2023-04-13,0.9549999833106995,0.9599999785423279,0.9150000214576721,0.9350000023841858,0.902889609336853,13930000
2023-04-14,0.9350000023841858,0.9700000286102295,0.925000011920929,0.9549999833106995,0.9222027063369751,20153600
2023-04-17,0.9549999833106995,1.0800000429153442,0.9549999833106995,1.0499999523162842,1.0139400959014893,61021700
2023-04-18,1.059999942779541,1.100000023841858,1.0299999713897705,1.090000033378601,1.052566409111023,26905000
2023-04-19,1.090000033378601,1.1299999952316284,1.0700000524520874,1.090000033378601,1.052566409111023,15106600
2023-04-20,1.090000033378601,1.1399999856948853,1.0700000524520874,1.1399999856948853,1.1008493900299072,8138400
2023-04-25,1.1399999856948853,1.159999966621399,1.0700000524520874,1.1100000143051147,1.0718796253204346,23778500
2023-04-26,1.100000023841858,1.1200000047683716,1.0800000429153442,1.100000023841858,1.0622230768203735,12521700
2023-04-27,1.1100000143051147,1.1299999952316284,1.090000033378601,1.1200000047683716,1.0815362930297852,8310500
2023-04-28,1.1200000047683716,1.1299999952316284,1.100000023841858,1.100000023841858,1.0622230768203735,6844800
2023-05-02,1.100000023841858,1.1399999856948853,1.090000033378601,1.1200000047683716,1.0815362930297852,10356800
2023-05-03,1.1100000143051147,1.1299999952316284,1.100000023841858,1.1200000047683716,1.0815362930297852,10675300
2023-05-05,1.1100000143051147,1.1200000047683716,1.100000023841858,1.100000023841858,1.0622230768203735,3067000
2023-05-08,1.1100000143051147,1.1299999952316284,1.100000023841858,1.1299999952316284,1.0911928415298462,9884600
2023-05-09,1.1299999952316284,1.1299999952316284,1.059999942779541,1.100000023841858,1.0622230768203735,15234900
2023-05-10,1.100000023841858,1.100000023841858,1.0700000524520874,1.100000023841858,1.0622230768203735,8629800
2023-05-11,1.090000033378601,1.100000023841858,1.059999942779541,1.0800000429153442,1.042909860610962,11607900
2023-05-12,1.0800000429153442,1.100000023841858,1.0700000524520874,1.100000023841858,1.0622230768203735,10035200
2023-05-15,1.090000033378601,1.1100000143051147,1.0800000429153442,1.100000023841858,1.0622230768203735,4204900
2023-05-16,1.100000023841858,1.100000023841858,1.0800000429153442,1.0800000429153442,1.042909860610962,4784400
2023-05-17,1.0800000429153442,1.1100000143051147,1.0800000429153442,1.100000023841858,1.0622230768203735,15268400
2023-05-18,1.100000023841858,1.1100000143051147,1.090000033378601,1.100000023841858,1.0622230768203735,7163700
2023-05-19,1.100000023841858,1.1699999570846558,1.090000033378601,1.149999976158142,1.1105059385299683,17544600
2023-05-22,1.149999976158142,1.1799999475479126,1.149999976158142,1.1799999475479126,1.1394755840301514,14198000
2023-05-23,1.1699999570846558,1.1799999475479126,1.149999976158142,1.1799999475479126,1.1394755840301514,6480300
2023-05-24,1.1699999570846558,1.2000000476837158,1.159999966621399,1.1699999570846558,1.1298190355300903,7643500
2023-05-25,1.159999966621399,1.1699999570846558,1.1399999856948853,1.149999976158142,1.1105059385299683,8752100
2023-05-26,1.2000000476837158,1.2599999904632568,1.190000057220459,1.2400000095367432,1.1974151134490967,42258900
2023-05-29,1.25,1.340000033378601,1.25,1.2999999523162842,1.2553545236587524,38977200
2023-05-30,1.2999999523162842,1.3200000524520874,1.2699999809265137,1.3200000524520874,1.274667739868164,20321000
2023-05-31,1.2999999523162842,1.3600000143051147,1.2899999618530273,1.3600000143051147,1.3132939338684082,28569600
2023-06-01,1.350000023841858,1.3600000143051147,1.2599999904632568,1.3200000524520874,1.274667739868164,23499300
2023-06-02,1.2999999523162842,1.340000033378601,1.2699999809265137,1.2999999523162842,1.2553545236587524,10012900
2023-06-06,1.2999999523162842,1.309999942779541,1.2699999809265137,1.2899999618530273,1.2456979751586914,11169900
2023-06-07,1.2999999523162842,1.3200000524520874,1.2899999618530273,1.309999942779541,1.2650110721588135,8968600
2023-06-08,1.309999942779541,1.3300000429153442,1.2999999523162842,1.309999942779541,1.2650110721588135,7143100
2023-06-09,1.2999999523162842,1.309999942779541,1.2599999904632568,1.2999999523162842,1.2797777652740479,7874800
2023-06-12,1.2899999618530273,1.3200000524520874,1.2799999713897705,1.2899999618530273,1.2699333429336548,12866000
2023-06-13,1.2899999618530273,1.309999942779541,1.2699999809265137,1.309999942779541,1.289622187614441,12357600
2023-06-14,1.2999999523162842,1.3200000524520874,1.2799999713897705,1.2899999618530273,1.2699333429336548,8555000
2023-06-15,1.2899999618530273,1.2999999523162842,1.25,1.2899999618530273,1.2699333429336548,17301300
2023-06-16,1.2899999618530273,1.309999942779541,1.2699999809265137,1.2999999523162842,1.2797777652740479,12200100
2023-06-19,1.2999999523162842,1.309999942779541,1.2799999713897705,1.2999999523162842,1.2797777652740479,9010400
2023-06-20,1.2599999904632568,1.2599999904632568,1.149999976158142,1.190000057220459,1.171488881111145,56343300
2023-06-21,1.190000057220459,1.2300000190734863,1.1699999570846558,1.2200000286102295,1.2010222673416138,14200400
2023-06-22,1.2200000286102295,1.2300000190734863,1.190000057220459,1.190000057220459,1.171488881111145,8701900
2023-06-23,1.2000000476837158,1.2599999904632568,1.190000057220459,1.25,1.230555534362793,10991200
2023-06-26,1.2699999809265137,1.2699999809265137,1.2200000286102295,1.2400000095367432,1.2207111120224,11574300
2023-06-27,1.2400000095367432,1.2599999904632568,1.2100000381469727,1.25,1.230555534362793,17018700
2023-06-28,1.25,1.2899999618530273,1.2400000095367432,1.2799999713897705,1.2600888013839722,12997400
2023-06-30,1.2799999713897705,1.309999942779541,1.2699999809265137,1.2999999523162842,1.2797777652740479,16176700
2023-07-03,1.2999999523162842,1.3300000429153442,1.2899999618530273,1.309999942779541,1.289622187614441,15300900
2023-07-04,1.309999942779541,1.309999942779541,1.2599999904632568,1.2699999809265137,1.250244379043579,12023900
2023-07-05,1.2799999713897705,1.2999999523162842,1.25,1.2899999618530273,1.2699333429336548,9290700
2023-07-06,1.2899999618530273,1.2899999618530273,1.25,1.2699999809265137,1.250244379043579,9243400
2023-07-07,1.2599999904632568,1.2699999809265137,1.25,1.2599999904632568,1.240399956703186,7019800
2023-07-10,1.2599999904632568,1.2899999618530273,1.25,1.25,1.230555534362793,6600200
2023-07-11,1.25,1.2899999618530273,1.25,1.2799999713897705,1.2600888013839722,8742800
2023-07-12,1.2799999713897705,1.2899999618530273,1.2599999904632568,1.2699999809265137,1.250244379043579,9459700
2023-07-13,1.2699999809265137,1.2899999618530273,1.2599999904632568,1.2699999809265137,1.250244379043579,10958700
